FIPS,State,County,UnempRate2019,UnempRate2018,UnempRate2017,UnempRate2016,UnempRate2015,UnempRate2014,UnempRate2010,UnempRate2007,PctEmpChange1019,PctEmpChange1819,PctEmpChange0719,PctEmpChange0710,PctEmpAgriculture,PctEmpMining,PctEmpConstruction,PctEmpManufacturing,PctEmpTrade,PctEmpTrans,PctEmpInformation,PctEmpFIRE,PctEmpServices,PctEmpGovt,NumCivEmployed,UnempRate2011,NumCivLaborForce2011,NumEmployed2011,NumCivLaborForce2012,NumUnemployed2010,NumCivLaborForce2008,NumUnemployed2011,NumEmployed2010,NumCivLaborForce2010,NumUnemployed2009,NumEmployed2009,NumCivLaborForce2009,UnempRate2008,UnempRate2012,NumEmployed2008,UnempRate2009,NumUnemployed2008,NumUnemployed2015,NumUnemployed2019,NumCivLaborforce2019,NumUnemployed2018,NumEmployed2018,NumCivLaborforce2018,NumUnemployed2017,NumEmployed2017,NumCivLaborforce2017,NumUnemployed2016,NumEmployed2016,NumCivLaborforce2016,NumCivLaborforce2013,NumEmployed2015,NumEmployed2012,NumUnemployed2014,NumEmployed2014,NumCivLaborforce2014,UnempRate2013,NumUnemployed2013,NumEmployed2019,NumEmployed2013,NumUnemployed2007,NumEmployed2007,NumCivLaborforce2007,NumUnemployed2012,NumCivLaborforce2015
13095,GA,Dougherty,4.70,5.40,6.00,6.80,7.80,9.20,12.60,5.60,0.63,0.47,-7.95,-8.52,2.007563909,0,4.103278642,10.0321324,13.86811499,4.720334404,1.2369551,4.308016038,50.59857253,9.12503199,35167,12.20,41256,36235,40905,5209,42288,5021,36281,41490,4447,37762,42209,7.00,11.30,39348,10.50,2940,2924,1818.00,38327,2057,36337,38394,2324,36503,38827,2606,35492,38098,39714,34801,36288,3541,34993,38534,10.30,4104,36509,35610,2347,39662,42009,4617,37725
13097,GA,Douglas,3.50,4.10,4.90,5.60,6.40,7.40,11.20,4.60,19.51,1.65,14.28,-4.38,0.132565436,0.138457233,7.603364216,9.646344876,15.97560796,10.61554551,2.602701389,5.037486559,43.07492893,5.172997894,67891,10.90,66989,59707,66984,7467,66368,7282,59108,66575,7055,58135,65190,6.40,9.60,62091,10.80,4277,4330,2577.00,73217,2999,69493,72492,3494,68410,71904,3893,66215,70108,67309,63726,60547,4970,62499,67469,8.60,5784,70640,61525,3014,61815,64829,6437,68056
13099,GA,Early,3.90,4.60,5.40,6.90,7.00,8.90,11.70,5.60,6.27,-2.37,-16.60,-21.52,12.94868386,0,10.28981654,9.651688381,14.46423823,6.301515554,0.930603563,2.765222015,36.61260303,6.035628822,3761,11.50,4449,3938,4489,525,5524,511,3953,4478,580,4937,5517,6.60,10.20,5157,10.50,367,302,171.00,4372,207,4303,4510,244,4279,4523,302,4091,4393,4375,4038,4033,387,3944,4331,9.10,400,4201,3975,297,5037,5334,456,4340
13101,GA,Echols,2.80,3.20,3.90,4.30,4.70,5.80,8.20,3.10,7.78,0.49,-14.94,-21.08,12.35820896,0,9.492537313,15.10447761,22.80597015,2.567164179,0.47761194,3.820895522,30.68656716,2.686567164,1675,8.10,1879,1727,1807,154,2217,152,1722,1876,159,2045,2204,4.30,7.40,2122,7.20,95,87,53.00,1909,61,1847,1908,74,1827,1901,81,1798,1879,1780,1771,1674,104,1674,1778,6.30,113,1856,1667,69,2182,2251,133,1858
13103,GA,Effingham,2.90,3.30,4.00,4.80,5.10,6.20,9.60,3.30,28.70,0.72,8.85,-15.42,0.291991596,0.277748104,8.410782324,18.18181818,12.80133889,10.84998042,1.007727095,3.963251789,39.09126518,5.124096428,28083,9.30,25639,23251,25958,2467,29084,2388,23310,25777,2356,26247,28603,4.80,8.40,27683,8.20,1401,1388,889.00,30889,1002,29785,30787,1181,28225,29406,1369,27002,28371,26177,25667,23786,1620,24567,26187,7.20,1874,30000,24303,941,27560,28501,2172,27055
13105,GA,Elbert,4.00,4.80,5.20,6.50,7.50,8.60,14.90,5.70,-3.33,-0.88,-20.97,-18.25,3.094676108,2.032520325,3.619197482,28.00944138,16.90270129,4.06504065,0.51140834,2.412798322,34.09388933,5.258326777,7626,16.10,8796,7378,8557,1329,10087,1418,7605,8934,1229,8816,10045,8.30,12.60,9246,12.20,841,566,306.00,7658,373,7417,7790,409,7435,7844,500,7217,7717,8368,7017,7481,690,7352,8042,10.80,905,7352,7463,559,9303,9862,1076,7583
13107,GA,Emanuel,5.30,5.90,6.60,7.70,8.80,10.40,12.90,5.20,-1.25,0.67,-23.60,-22.64,3.848920863,0.131894484,8.980815348,19.23261391,11.76258993,5.347721823,0.275779376,1.846522782,41.51079137,7.06235012,8340,13.30,9162,7944,9090,1172,10803,1218,7946,9118,1130,9438,10568,7.40,12.40,10007,10.70,796,728,440.00,8287,489,7795,8284,570,8006,8576,652,7780,8432,8845,7556,7967,891,7666,8557,12.50,1107,7847,7738,558,10271,10829,1123,8284
13109,GA,Evans,3.40,3.70,4.30,4.90,5.60,6.40,9.10,4.30,8.35,-0.06,-1.53,-9.12,5.748196416,0,8.750290901,16.73260414,16.15080289,5.841284617,0.605073307,2.094484524,38.67814754,5.399115662,4297,9.10,4809,4370,4804,433,5023,439,4336,4769,434,4524,4958,6.30,8.60,4707,8.80,316,261,164.00,4862,180,4701,4881,212,4669,4881,235,4546,4781,4727,4384,4393,303,4419,4722,7.60,360,4698,4367,214,4771,4985,411,4645
13111,GA,Fannin,3.30,4.00,4.80,5.30,6.20,7.60,11.70,3.70,22.73,3.21,5.14,-14.34,1.022324223,0,13.27978302,12.84164406,15.85645733,5.142916754,1.105779261,6.217400376,38.81702483,5.716670144,9586,11.30,10273,9113,10020,1201,10959,1160,9070,10271,1135,9676,10811,6.20,10.20,10275,10.50,684,626,380.00,11512,444,10786,11230,521,10439,10960,578,10233,10811,9762,9446,8996,743,9083,9826,9.00,878,11132,8884,412,10588,11000,1024,10072
13113,GA,Fayette,3.00,3.50,4.00,4.70,5.20,6.10,8.20,3.80,15.84,1.68,9.22,-5.71,0.08920268,0.079713033,4.940310122,8.645068231,13.04067263,13.47529845,2.810833381,7.559452637,44.00349219,5.355956651,52689,8.00,53224,48960,53498,4363,53285,4264,48564,52927,4305,46776,51081,5.20,7.60,50498,8.40,2787,2809,1729.00,57985,1998,55327,57325,2300,54570,56870,2619,53005,55624,53405,51128,49458,3251,50344,53595,6.70,3579,56256,49826,2050,51506,53556,4040,53937
13115,GA,Floyd,3.80,4.30,5.20,6.00,6.70,7.90,11.80,4.70,6.81,0.46,-10.53,-16.23,0.523522141,0.021813423,6.759737269,17.68099081,12.42880341,3.88278921,1.459075596,3.458639327,49.46557115,4.31905766,41259,12.10,44852,39440,44808,5337,50328,5412,39750,45087,5224,44302,49526,6.50,10.90,47077,10.50,3251,2870,1689.00,44144,1885,42261,44146,2279,41842,44121,2606,40822,43428,43769,39935,39913,3397,39753,43150,9.50,4155,42455,39614,2341,47450,49791,4895,42805
13117,GA,Forsyth,2.70,3.20,3.70,4.20,4.60,5.20,8.00,3.30,46.14,1.65,45.65,-0.33,0.359804208,0.104105786,6.13493571,9.564034191,15.42044126,3.756940386,4.912149328,8.537587668,49.23929719,1.970704267,109504,7.40,91061,84314,93750,7092,88509,6747,81251,88343,7180,80815,87995,4.80,6.60,84270,8.20,4239,4736,3339.00,122076,3800,116807,120607,4324,111910,116234,4620,106203,110823,96487,99241,87542,5231,94849,100080,5.90,5670,118737,90817,2782,81520,84302,6208,103977
13119,GA,Franklin,3.50,3.80,4.70,5.20,6.30,8.10,12.70,4.90,13.27,0.00,-3.48,-14.79,4.326700602,0.1272559,6.478482184,19.48172143,12.35539102,6.339657566,0.937066173,4.615918556,41.76307265,3.574733919,8644,12.20,9751,8566,9543,1230,10465,1185,8468,9698,1219,9042,10261,7.00,11.30,9734,11.90,731,583,350.00,9942,381,9592,9973,476,9582,10058,511,9261,9772,9331,8665,8466,745,8476,9221,9.80,911,9592,8420,510,9938,10448,1077,9248
13121,GA,Fulton,3.50,4.00,4.80,5.40,6.00,7.00,10.50,4.80,23.78,1.66,15.51,-6.68,0.204554779,0.044316977,3.411052538,5.884675228,12.56686251,6.363646919,4.217466695,9.260119366,54.51994457,3.527360411,516732,10.20,498861,448034,511185,50687,497388,50827,434315,485002,49237,437746,486983,6.40,9.10,465380,10.10,32008,30760,19349.00,556954,22218,528836,551054,26244,521497,547741,28506,501729,530235,508273,481798,464673,35676,472230,507906,8.10,41076,537605,467197,23482,465409,488891,46512,512558
13123,GA,Gilmer,3.50,4.20,5.00,5.70,6.10,7.20,11.30,3.60,0.69,0.14,-16.56,-17.13,1.235629937,1.650113396,12.34847892,15.1325565,12.91937124,4.26996168,1.72049738,5.302260108,42.98897318,2.43215766,12787,11.80,12372,10917,12158,1445,14116,1455,11366,12811,1414,12206,13620,5.90,10.60,13289,10.40,827,708,417.00,11861,499,11428,11927,600,11384,11984,670,11145,11815,11907,10966,10874,862,11065,11927,9.00,1070,11444,10837,506,13715,14221,1284,11674
13125,GA,Glascock,3.70,4.10,4.90,6.00,6.70,8.00,11.00,5.10,3.99,-0.24,15.35,10.92,3.005865103,2.419354839,9.824046921,16.12903226,7.84457478,6.964809384,2.126099707,5.425219941,39.6627566,6.598240469,1364,10.60,1335,1193,1322,146,1130,142,1178,1324,129,1004,1133,6.80,9.70,1053,11.40,77,82,47.00,1272,53,1228,1281,64,1233,1297,76,1190,1266,1289,1146,1194,101,1161,1262,9.50,122,1225,1167,57,1062,1119,128,1228
13127,GA,Glynn,3.30,3.70,4.70,5.30,6.10,7.40,10.00,3.60,10.23,-0.62,-3.15,-12.14,0.671471534,0,5.877320336,6.841750493,14.35756507,4.835113554,1.169241937,5.172145598,54.32697293,6.748418542,38572,10.40,38256,34267,38791,3832,41495,3989,34508,38340,3417,37002,40419,5.00,9.50,39401,8.50,2094,2289,1306.00,39345,1464,38277,39741,1864,37868,39732,2074,37040,39114,38055,35248,35114,2744,34227,36971,8.50,3234,38039,34821,1461,39275,40736,3677,37537
13129,GA,Gordon,3.40,3.80,4.60,5.60,5.90,7.30,12.70,4.70,18.80,2.72,5.57,-11.13,3.077882105,0.303892157,7.012895936,31.29699614,12.70892586,4.468773133,1.266217322,3.514240075,31.98270152,4.367475747,25667,11.70,26267,23198,26845,3319,26642,3069,22749,26068,3308,22190,25498,7.40,9.80,24669,13.00,1973,1544,951.00,27976,1052,26310,27362,1220,25396,26616,1413,23846,25259,26195,24500,24216,1885,24110,25995,8.90,2319,27025,23876,1260,25598,26858,2629,26044
13131,GA,Grady,3.40,3.80,4.80,5.40,6.00,7.30,10.50,4.00,8.42,-0.89,-14.31,-20.97,9.832087741,0.359118703,8.085023779,12.23915364,14.88886732,3.416480637,1.252062506,3.649422498,40.98806173,5.28972144,10303,9.50,10847,9817,10831,1090,11997,1030,9309,10399,1142,10622,11764,6.00,8.60,11278,9.70,719,627,356.00,10449,407,10184,10591,519,10207,10726,556,9680,10236,10482,9752,9902,761,9661,10422,7.70,809,10093,9673,493,11779,12272,929,10379
13133,GA,Greene,3.90,4.30,5.10,6.00,6.70,8.20,13.20,5.30,21.07,0.55,-4.55,-21.16,4.647105472,0.317208565,7.422680412,9.310071372,10.81681205,4.250594766,1.855670103,4.93259318,52.26011102,4.187153053,6305,12.30,6379,5592,6420,845,7624,787,5567,6412,861,6727,7588,6.80,11.10,7107,11.30,517,453,270.00,7010,298,6703,7001,349,6467,6816,398,6195,6593,6350,6347,5708,523,5883,6406,9.90,629,6740,5721,397,7061,7458,712,6800
13135,GA,Gwinnett,3.00,3.50,4.20,4.80,5.20,6.00,9.20,4.00,25.04,1.62,17.40,-6.11,0.131581867,0.00843189,9.162580158,8.745423481,16.19522045,5.070672554,3.034814831,7.084562984,47.35194266,3.214769122,450670,8.70,427145,389936,434145,38574,425860,37209,379794,418368,37547,380094,417641,5.60,7.80,402076,9.00,23784,23468,14728.00,489610,17017,467318,484335,20217,460937,481154,22207,444758,466965,438240,427100,400458,26707,416344,443051,6.90,30110,474882,408130,16699,404504,421203,33687,450568
13137,GA,Habersham,3.50,3.70,4.50,5.30,5.70,6.90,10.70,4.00,12.33,-1.01,-5.18,-15.59,2.870098988,0.51982525,7.930100094,21.72205939,15.4952165,3.323563568,1.515235304,3.036000664,38.72145109,4.866449151,18083,10.50,18337,16411,18427,1957,20854,1926,16390,18347,2025,18218,20243,5.70,9.50,19664,10.00,1190,1076,658.00,19069,720,18598,19318,872,18393,19265,1017,18254,19271,19316,17663,16673,1310,17603,18913,8.00,1548,18411,17768,802,19416,20218,1754,18739
13139,GA,Hall,2.80,3.20,3.90,4.50,4.90,5.90,9.60,3.60,26.87,0.93,13.38,-10.64,1.167911787,0.044585087,8.226492241,20.22966757,16.60087648,4.976130667,1.403886515,4.51288074,39.67420263,3.163366283,91959,8.90,87726,79953,89115,8341,93111,7773,78205,86546,8406,81284,89690,5.40,7.80,88082,9.40,5029,4507,2839.00,102061,3238,98304,101542,3881,96297,100178,4322,91834,96156,89494,87887,82180,5268,84535,89803,6.80,6128,99222,83366,3254,87514,90768,6935,92394
13141,GA,Hancock,5.50,5.90,7.10,8.40,9.80,11.70,22.90,8.40,-3.38,0.13,-23.62,-20.94,6.777946383,1.365705615,7.587253414,8.093070309,7.94132524,6.575619626,1.466868993,3.995953465,46.28224583,9.914011128,1977,19.80,2961,2375,2758,711,3361,586,2393,3104,645,2645,3290,13.00,17.00,2924,19.60,437,244,135.00,2447,146,2309,2455,178,2346,2524,212,2315,2527,2641,2234,2290,293,2221,2514,14.70,388,2312,2253,277,3027,3304,468,2478
13143,GA,Haralson,3.30,3.80,4.80,5.80,6.60,7.90,12.30,4.70,11.73,1.60,-1.05,-11.44,1.164021164,0.13024013,11.24949125,16.72771673,14.13105413,7.562067562,1.164021164,2.653642654,40.55352055,4.664224664,12285,11.60,12255,10833,12101,1519,12951,1422,10866,12385,1523,11142,12665,6.60,10.20,12102,12.00,849,776,416.00,12557,478,11950,12428,588,11772,12360,703,11435,12138,11968,11044,10863,935,10903,11838,9.30,1109,12141,10859,602,12270,12872,1238,11820
13145,GA,Harris,3.10,3.40,4.10,4.90,5.30,6.00,7.70,3.60,6.54,-0.47,4.19,-2.20,0.875806664,0.256815488,6.268931911,11.13525616,13.11075991,6.367707099,2.205979191,12.07032793,42.00579481,5.702620835,15186,7.40,16399,15184,16275,1266,16428,1215,15149,16415,1191,15215,16406,4.70,7.20,15658,7.30,770,823,510.00,16649,569,16216,16785,686,15928,16614,782,15260,16042,15810,14812,15102,933,14746,15679,6.50,1034,16139,14776,574,15490,16064,1173,15635
13147,GA,Hart,3.50,3.60,4.40,5.40,6.20,7.50,11.50,6.50,12.44,-2.98,7.61,-4.29,3.729392843,0.100522718,5.579010856,20.77804584,17.16928026,4.563731403,1.216324889,4.292320064,36.36911942,6.202251709,9948,11.20,11146,9898,10823,1262,10704,1248,9697,10959,1407,9051,10458,8.80,10.30,9764,13.50,940,645,400.00,11303,423,11238,11661,495,10733,11228,590,10404,10994,10498,9714,9709,773,9580,10353,9.20,965,10903,9533,702,10132,10834,1114,10359
13149,GA,Heard,3.30,3.90,4.90,5.90,6.40,7.90,12.10,5.00,9.92,1.66,8.96,-0.88,1.345565749,0.02038736,11.62079511,21.36595311,10.94801223,6.646279307,0.163098879,4.260958206,37.8185525,5.810397554,4905,11.30,5169,4584,5122,634,4962,585,4615,5249,638,4255,4893,7.60,10.30,4587,13.00,375,315,175.00,5248,201,4990,5191,255,4902,5157,294,4693,4987,5010,4576,4593,391,4562,4953,9.40,471,5073,4539,244,4656,4900,529,4891
13151,GA,Henry,3.50,4.10,4.80,5.50,6.20,7.20,10.30,4.30,22.85,1.74,20.18,-2.18,0.095532882,0.013374604,5.348886087,6.50769995,14.08536818,13.06889831,2.37208147,5.840880431,44.82116244,7.846115633,104676,10.30,102687,92085,103207,10455,99348,10602,90686,101141,9491,87884,97375,6.10,9.40,93281,9.70,6067,6473,4086.00,115495,4707,109509,114216,5406,106788,112194,5977,102754,108731,103433,98130,93513,7455,95766,103221,8.40,8736,111409,94697,4204,92705,96909,9694,104603
13153,GA,Houston,3.30,4.00,4.70,5.30,5.90,6.80,8.50,3.90,10.72,1.45,3.54,-6.49,0.354397888,0.061253956,4.22214768,9.471028337,13.65379847,4.417576969,1.281957793,5.114705325,44.91665087,16.50648271,68567,8.50,68352,62512,68742,5677,69986,5840,61422,67099,5092,65701,70793,5.20,8.00,66343,7.20,3643,3827,2340.00,70345,2800,67030,69830,3240,65803,69043,3609,63950,67559,67462,61586,63212,4454,61280,65734,7.50,5073,68005,62389,2636,65683,68319,5530,65413
13155,GA,Irwin,4.70,5.60,6.90,7.80,8.40,9.50,14.70,6.00,1.18,1.73,-21.64,-22.55,7.20170888,0,4.08910589,15.47146781,10.80256332,11.07720476,1.52578578,2.410741532,42.38632896,5.035093073,3277,13.80,3541,3054,3543,539,4236,487,3135,3674,614,3456,4070,9.90,11.70,3816,15.10,420,262,156.00,3328,186,3118,3304,227,3047,3274,251,2962,3213,3371,2859,3127,296,2836,3132,10.60,358,3172,3013,259,4048,4307,416,3121
13157,GA,Jackson,2.70,3.10,3.60,4.30,4.90,5.80,10.50,4.10,38.54,1.37,37.53,-0.73,1.140054127,0.142083897,7.554127199,15.76116373,19.68200271,5.422868742,1.928281461,4.089986468,40.07104195,4.208389716,29560,9.60,28906,26135,29412,2996,27695,2771,25660,28656,3002,24053,27055,6.20,8.20,25975,11.10,1720,1488,968.00,36518,1110,35069,36179,1284,33943,35227,1415,31819,33234,29599,29129,26995,1732,27994,29726,6.90,2042,35550,27557,1115,25849,26964,2417,30617
13159,GA,Jasper,3.10,3.50,4.30,4.80,5.50,6.60,11.70,4.80,10.83,1.63,9.74,-0.98,0.82258366,0.074780333,13.55393532,18.99420452,12.75004674,6.169377454,1.850813236,3.888577304,36.41802206,5.477659376,5349,11.00,6796,6047,6666,804,6617,749,6069,6873,810,5651,6461,8.30,9.80,6070,12.50,547,355,213.00,6939,240,6618,6858,293,6549,6842,314,6257,6571,6514,6059,6013,419,5914,6333,8.30,539,6726,5975,309,6129,6438,653,6414
13161,GA,Jeff Davis,4.60,4.80,6.00,6.40,6.70,8.10,12.80,6.80,3.87,0.31,17.56,13.18,4.629294756,0,9.837251356,17.03435805,12.56781193,12.38698011,1.428571429,1.790235081,33.41772152,6.907775769,5530,12.60,6512,5692,6382,815,5313,820,5557,6372,738,4619,5357,9.80,11.50,4794,13.80,519,423,279.00,6051,293,5754,6047,367,5750,6117,395,5822,6217,6383,5895,5645,519,5858,6377,9.90,634,5772,5749,357,4910,5267,737,6318
13163,GA,Jefferson,4.70,5.30,6.10,7.40,9.10,11.20,14.10,7.10,1.77,-0.97,-5.07,-6.72,6.270015169,0.471936626,6.034046857,23.47884713,13.70301702,6.168885892,0.252823192,2.797909995,33.18725771,7.635260408,5933,13.30,7121,6177,7085,1007,7180,944,6151,7158,1028,6078,7106,9.80,13.20,6476,14.50,704,575,312.00,6572,353,6321,6674,413,6319,6732,486,6100,6586,6841,5766,6148,743,5888,6631,14.00,956,6260,5885,504,6594,7098,937,6341
13165,GA,Jenkins,5.10,5.30,6.70,7.50,8.40,9.90,15.20,8.90,8.95,-0.40,-1.68,-9.76,6.6485343,1.118162587,10.00302206,14.41523119,8.794197643,6.497431248,0.513750378,3.263825929,40.64672106,8.099123602,3309,14.30,3206,2746,3364,491,2864,460,2738,3229,531,2192,2723,15.70,13.70,2415,19.50,449,259,160.00,3143,169,2995,3164,212,2947,3159,238,2919,3157,3324,2834,2902,323,2928,3251,12.30,410,2983,2914,295,3034,3329,462,3093
13167,GA,Johnson,3.60,3.90,5.00,6.10,7.00,8.60,10.80,5.80,2.86,-0.69,10.77,7.69,3.562099264,1.80479696,7.029209214,11.30372833,14.10591308,8.192828307,0.712419853,4.037045832,40.346711,8.90524816,4211,11.10,4165,3703,4065,459,3715,462,3781,4240,443,3099,3542,8.00,10.00,3419,12.50,296,271,147.00,4036,160,3916,4076,206,3886,4092,239,3681,3920,4000,3585,3660,336,3588,3924,9.80,393,3889,3607,218,3511,3729,405,3856
13169,GA,Jones,3.20,3.60,4.30,4.80,5.50,6.30,9.70,4.20,7.25,-0.53,-1.47,-8.13,1.750041275,0.59435364,10.78916956,7.726597325,13.7939574,6.818557041,1.048373782,8.065048704,42.24863794,7.165263332,12114,9.20,13817,12544,13879,1332,14571,1273,12366,13698,1227,13095,14322,5.80,8.50,13733,8.60,838,744,434.00,13696,503,13333,13836,598,13311,13909,661,13110,13771,13610,12677,12700,858,12793,13651,7.30,991,13262,12619,594,13460,14054,1179,13421
13171,GA,Lamar,3.90,4.60,5.60,6.60,7.70,9.50,14.20,5.00,13.09,1.58,5.16,-7.02,0.602916433,0,3.645541223,18.35389792,16.75546831,6.870443073,0.70106562,4.374649467,41.72742569,6.96859226,7132,13.70,8116,7002,7968,1162,7962,1114,6998,8160,1103,7031,8134,7.40,12.10,7374,13.60,588,591,318.00,8232,377,7791,8168,446,7585,8031,517,7369,7886,7822,7060,7005,738,7026,7764,11.30,883,7914,6939,397,7526,7923,963,7651
13173,GA,Lanier,3.90,4.50,5.10,5.80,6.70,8.00,10.50,3.70,3.96,-0.06,-7.71,-11.23,6.203678287,0,7.850672523,5.297831458,13.50535273,2.388141642,0.603897886,6.533077134,48.55888004,9.058468295,3643,10.50,3951,3536,3910,408,4227,415,3464,3872,375,3764,4139,5.80,9.40,3982,9.10,245,252,147.00,3748,168,3603,3771,194,3644,3838,221,3601,3822,3844,3514,3544,304,3477,3781,8.60,330,3601,3514,150,3902,4052,366,3766
13175,GA,Laurens,4.60,4.80,5.80,6.60,7.60,9.20,13.20,5.00,2.18,-0.80,-14.25,-16.08,1.333256378,0.652199007,6.758628651,11.43945515,16.34537689,6.337296549,1.292854669,3.711185502,45.03636154,7.093385663,17326,13.80,20302,17493,19799,2720,22440,2809,17879,20599,2470,19591,22061,7.10,12.30,20848,11.20,1592,1408,873.00,19142,927,18417,19344,1124,18116,19240,1265,17767,19032,19422,17158,17372,1742,17230,18972,10.80,2091,18269,17331,1126,21304,22430,2427,18566
13177,GA,Lee,3.10,3.60,4.10,4.70,5.30,6.20,9.00,3.60,9.36,0.48,-16.28,-23.44,3.715987036,0.143212482,6.655611668,10.77862365,13.47704832,5.125499359,1.243687345,5.072736866,45.55664431,8.230948971,13267,8.50,14330,13119,14324,1298,18073,1211,13047,14345,1316,16865,18181,4.50,7.70,17260,7.20,813,751,449.00,14717,525,14200,14725,619,14397,15016,681,13852,14533,14297,13319,13227,875,13225,14100,6.90,983,14268,13314,642,17042,17684,1097,14070
13179,GA,Liberty,3.70,4.30,5.10,5.80,6.30,7.60,9.00,5.20,2.56,2.02,9.18,6.46,0.409854127,0.004407034,5.261998149,7.456700895,13.37094002,7.425851659,0.854964523,4.182274911,42.81433167,18.21867701,22691,9.30,27588,25015,27156,2434,25479,2573,24493,26927,2207,23796,26003,6.00,8.90,23961,8.50,1518,1578,977.00,26096,1095,24622,25717,1302,24148,25450,1462,23542,25004,26201,23291,24736,1943,23612,25555,8.50,2223,25119,23978,1263,23006,24269,2420,24869
13181,GA,Lincoln,3.90,4.90,5.20,5.90,6.80,8.30,11.50,5.80,4.94,0.38,-5.53,-9.98,1.442160172,0,16.7536054,18.13439705,13.3169684,3.099110156,0.644369438,3.804848113,36.02332004,6.781221234,3259,11.60,3636,3216,3538,423,3910,420,3256,3679,425,3477,3902,7.10,10.80,3633,10.90,277,227,137.00,3554,175,3404,3579,185,3377,3562,204,3268,3472,3451,3124,3156,276,3051,3327,10.00,346,3417,3105,221,3617,3838,382,3351
13183,GA,Long,3.60,3.90,4.80,5.40,5.90,7.40,8.40,3.70,37.42,1.96,37.32,-0.07,2.262516046,0.224646983,10.14120668,10.30166881,13.76765083,5.471758665,0.818356868,3.161103979,44.73684211,9.114249037,6232,8.90,6375,5809,6647,525,6521,566,5706,6231,435,6220,6655,4.40,8.50,6233,6.50,288,416,296.00,8137,316,7690,8006,382,7577,7959,400,7012,7412,6697,6640,6079,493,6187,6680,8.10,545,7841,6152,218,5710,5928,568,7056
13185,GA,Lowndes,3.50,4.10,4.60,5.30,5.90,7.20,9.60,3.80,7.06,-0.07,-4.37,-10.68,0.918531207,0.156300182,5.663205224,8.943367948,17.54201906,4.237233701,1.901295365,3.744781073,50.6005781,6.292688149,46705,9.90,51359,46277,52459,4899,54974,5082,46120,51019,4572,49335,53907,5.40,9.10,51985,8.50,2989,2977,1804.00,51180,2090,49411,51501,2382,49208,51590,2700,48527,51227,51098,47179,47676,3645,46747,50392,8.00,4100,49376,46998,2064,51634,53698,4783,50156
13187,GA,Lumpkin,3.10,3.60,4.10,4.80,5.40,6.30,10.40,4.10,22.88,1.02,28.45,4.54,1.078838174,0,5.745292052,11.75869773,17.97638047,4.647302905,0.600063837,3.491860836,49.8563677,4.845196297,15665,9.80,14884,13429,15178,1527,13460,1455,13184,14711,1562,11743,13305,7.00,8.40,12520,11.70,940,828,519.00,16719,591,16037,16628,686,16015,16701,762,15183,15945,15140,14429,13910,964,14248,15212,7.40,1116,16200,14024,542,12612,13154,1268,15257
13189,GA,McDuffie,5.10,5.60,6.20,7.30,8.40,9.90,13.20,6.30,2.41,0.27,-15.36,-17.36,2.807470927,0.622577235,7.553154,14.97709386,17.5848702,4.123105838,2.584282862,3.653236227,41.33677904,4.757429813,8513,13.30,9405,8150,9332,1243,10794,1255,8204,9447,1232,9561,10793,7.80,12.60,9949,11.40,845,731,450.00,8852,494,8379,8873,551,8326,8877,642,8144,8786,9079,8019,8154,872,7900,8772,11.30,1026,8402,8053,668,9927,10595,1178,8750
13191,GA,McIntosh,3.60,4.00,5.00,5.80,6.50,7.80,10.60,4.10,5.74,-0.42,14.87,8.63,2.508474576,0,5.220338983,13.49152542,13.89830508,10.15254237,1.169491525,3.644067797,41.89830508,8.016949153,5900,10.60,6188,5530,6033,664,5469,658,5625,6289,535,4741,5276,5.90,9.80,5145,10.10,324,378,219.00,6167,247,5973,6220,308,5817,6125,350,5644,5994,5931,5417,5444,458,5391,5849,9.00,532,5948,5399,220,5178,5398,589,5795
13193,GA,Macon,4.60,6.20,6.90,8.30,9.20,11.70,13.20,7.30,-4.20,2.10,-5.15,-1.00,8.174818841,0.113224638,5.276268116,25.95108696,9.329710145,7.155797101,0.18115942,3.39673913,30.88768116,9.533514493,4416,13.80,5281,4550,5173,711,5154,731,4672,5383,645,4551,5196,8.40,13.30,4720,12.40,434,424,217.00,4693,289,4384,4673,325,4383,4708,386,4285,4671,4964,4174,4485,554,4170,4724,12.80,633,4476,4331,370,4719,5089,688,4598
13195,GA,Madison,3.00,3.50,4.20,4.90,5.60,6.70,10.40,3.70,7.45,-1.93,-15.54,-21.40,2.371825587,0.439226961,8.097747964,13.56812011,15.12537933,5.302667306,0.670819358,2.850982271,46.37438109,5.198850024,12522,10.10,13222,11885,13127,1390,16325,1337,11984,13374,1376,14410,15786,5.20,8.90,15477,8.70,848,701,405.00,13282,479,13131,13610,575,12960,13535,645,12417,13062,12909,11873,11955,843,11825,12668,7.60,978,12877,11931,589,15246,15835,1172,12574
13197,GA,Marion,4.20,5.20,6.00,7.30,8.50,7.70,10.70,4.70,-4.84,-0.47,-0.03,5.05,4.283216783,2.068764569,15.5011655,11.39277389,10.25641026,7.575757576,0.874125874,7.196969697,34.52797203,6.322843823,3432,10.40,3681,3297,3612,397,3338,384,3326,3723,330,2987,3317,6.20,10.00,3132,9.90,206,291,140.00,3305,173,3180,3353,204,3214,3418,247,3127,3374,3453,3141,3251,264,3183,3447,8.80,305,3165,3148,156,3166,3322,361,3432
